TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315968268.84264994,00000000-0000-0000-0000-000000000000,AV,234.33817073192841,1024.6882702585915,MIA
315968268.84264994,00000000-0000-0000-0000-000000014094,OTHERS,200.4326535858968,1028.6256932825634,MIA
315968268.84264994,00000000-0000-0000-0000-000000014186,OTHERS,230.4458698040049,1021.3385844274948,MIA
315968268.84264994,00000000-0000-0000-0000-000000014152,OTHERS,211.2976477749989,1029.3744901520663,MIA
315968268.84264994,00000000-0000-0000-0000-000000014305,OTHERS,254.69322495084518,1045.2253110771987,MIA
315968268.84264994,00000000-0000-0000-0000-000000014049,AGENT,283.9369455305407,1029.076907227473,MIA
315968268.84264994,00000000-0000-0000-0000-000000014307,OTHERS,263.3138740938572,963.8341003457164,MIA
315968268.84264994,00000000-0000-0000-0000-000000014150,OTHERS,203.32474552162944,1028.7723973419913,MIA
315968268.84264994,00000000-0000-0000-0000-000000014294,OTHERS,255.0588163084195,1037.6296798299595,MIA
315968268.84264994,00000000-0000-0000-0000-000000014268,OTHERS,251.92024348147115,1037.0152875587278,MIA
315968268.84264994,00000000-0000-0000-0000-000000014266,OTHERS,329.6428454854008,1034.6635838974871,MIA
315968268.84264994,00000000-0000-0000-0000-000000014235,OTHERS,216.94980198710084,1024.816693362551,MIA
315968268.84264994,00000000-0000-0000-0000-000000014304,OTHERS,262.24018413353843,1039.2210379393423,MIA
315968268.84264994,00000000-0000-0000-0000-000000014160,OTHERS,215.11266668127342,1020.5056953415954,MIA
315968268.84264994,00000000-0000-0000-0000-000000014301,OTHERS,295.84794308535805,1023.3696747178833,MIA
315968268.84264994,00000000-0000-0000-0000-000000014256,OTHERS,308.3890557530224,1027.0299082541583,MIA
315968268.84264994,00000000-0000-0000-0000-000000014156,OTHERS,176.6238240008343,1028.5621986530698,MIA
315968268.9398249,00000000-0000-0000-0000-000000000000,AV,234.4053615541484,1024.6889253270979,MIA
315968268.9398249,00000000-0000-0000-0000-000000014094,OTHERS,200.4326535858968,1028.6256932825634,MIA
315968268.9398249,00000000-0000-0000-0000-000000014186,OTHERS,230.4458698040049,1021.3385844274948,MIA
315968268.9398249,00000000-0000-0000-0000-000000014152,OTHERS,211.2976477749989,1029.3744901520663,MIA
315968268.9398249,00000000-0000-0000-0000-000000014305,OTHERS,254.69322495084518,1045.2253110771987,MIA
315968268.9398249,00000000-0000-0000-0000-000000014049,AGENT,283.9369455305407,1029.076907227473,MIA
315968268.9398249,00000000-0000-0000-0000-000000014307,OTHERS,263.3138740938572,963.8341003457164,MIA
315968268.9398249,00000000-0000-0000-0000-000000014150,OTHERS,203.32474552162944,1028.7723973419913,MIA
315968268.9398249,00000000-0000-0000-0000-000000014294,OTHERS,255.0588163084195,1037.6296798299595,MIA
315968268.9398249,00000000-0000-0000-0000-000000014268,OTHERS,251.92024348147115,1037.0152875587278,MIA
315968268.9398249,00000000-0000-0000-0000-000000014266,OTHERS,329.6428454854008,1034.6635838974871,MIA
315968268.9398249,00000000-0000-0000-0000-000000014235,OTHERS,216.94980198710084,1024.816693362551,MIA
315968268.9398249,00000000-0000-0000-0000-000000014304,OTHERS,262.24018413353843,1039.2210379393423,MIA
315968268.9398249,00000000-0000-0000-0000-000000014160,OTHERS,215.11266668127342,1020.5056953415954,MIA
315968268.9398249,00000000-0000-0000-0000-000000014301,OTHERS,295.84794308535805,1023.3696747178833,MIA
315968268.9398249,00000000-0000-0000-0000-000000014256,OTHERS,308.3890557530224,1027.0299082541583,MIA
315968268.9398249,00000000-0000-0000-0000-000000014156,OTHERS,176.6238240008343,1028.5621986530698,MIA
315968269.04704505,00000000-0000-0000-0000-000000000000,AV,234.55401418026887,1024.6913743949704,MIA
315968269.04704505,00000000-0000-0000-0000-000000014186,OTHERS,230.489912742045,1021.3519614158156,MIA
315968269.04704505,00000000-0000-0000-0000-000000014152,OTHERS,211.20601643193385,1029.5007064957001,MIA
315968269.04704505,00000000-0000-0000-0000-000000014156,OTHERS,176.63645020546392,1028.7275041821447,MIA
315968269.04704505,00000000-0000-0000-0000-000000014256,OTHERS,309.27813870409017,1027.0343348969222,MIA
315968269.04704505,00000000-0000-0000-0000-000000014301,OTHERS,295.8472967327577,1023.36270771717,MIA
315968269.04704505,00000000-0000-0000-0000-000000014294,OTHERS,255.068840263328,1037.654353870854,MIA
315968269.04704505,00000000-0000-0000-0000-000000014094,OTHERS,199.76057661261646,1028.6683066295714,MIA
315968269.04704505,00000000-0000-0000-0000-000000014150,OTHERS,203.05005923156685,1028.9213426534784,MIA
315968269.04704505,00000000-0000-0000-0000-000000014305,OTHERS,254.70497903780682,1045.426798103089,MIA
315968269.04704505,00000000-0000-0000-0000-000000014235,OTHERS,218.26794324764526,1025.0500299919104,MIA
315968269.04704505,00000000-0000-0000-0000-000000014308,OTHERS,250.1699213594264,988.7010565534732,MIA
315968269.04704505,00000000-0000-0000-0000-000000014049,AGENT,285.58786493569215,1029.1907161160104,MIA
315968269.04704505,00000000-0000-0000-0000-000000014307,OTHERS,262.71494916125215,962.7054975501044,MIA
315968269.04704505,00000000-0000-0000-0000-000000014160,OTHERS,215.05712468683913,1020.4700000717496,MIA
315968269.04704505,00000000-0000-0000-0000-000000014304,OTHERS,262.08138134039496,1039.0007978014432,MIA
315968269.04704505,00000000-0000-0000-0000-000000014268,OTHERS,251.95436496419543,1037.0019589074768,MIA
315968269.04704505,00000000-0000-0000-0000-000000014266,OTHERS,329.5664353093628,1034.816661009926,MIA
315968269.14400136,00000000-0000-0000-0000-000000000000,AV,234.6827689627436,1024.6926961281106,MIA
315968269.14400136,00000000-0000-0000-0000-000000014186,OTHERS,230.4398005933472,1021.3444540421586,MIA
315968269.14400136,00000000-0000-0000-0000-000000014152,OTHERS,211.04154758500823,1029.3537691094334,MIA
315968269.14400136,00000000-0000-0000-0000-000000014094,OTHERS,200.4409232889844,1028.7253968570503,MIA
315968269.14400136,00000000-0000-0000-0000-000000014150,OTHERS,203.3176309606389,1028.776745309616,MIA
315968269.14400136,00000000-0000-0000-0000-000000014049,AGENT,286.42910954881717,1029.1613651549787,MIA
315968269.14400136,00000000-0000-0000-0000-000000014307,OTHERS,262.84520542228364,961.6044694359199,MIA
315968269.14400136,00000000-0000-0000-0000-000000014305,OTHERS,254.66969288736183,1045.5381058696194,MIA
315968269.14400136,00000000-0000-0000-0000-000000014235,OTHERS,218.92433269021006,1025.2053556397639,MIA
315968269.14400136,00000000-0000-0000-0000-000000014308,OTHERS,250.0791402470681,988.4472341962453,MIA
315968269.14400136,00000000-0000-0000-0000-000000014160,OTHERS,215.03714582465744,1020.4812334091316,MIA
315968269.14400136,00000000-0000-0000-0000-000000014304,OTHERS,262.1576787320712,1038.7297941162512,MIA
315968269.14400136,00000000-0000-0000-0000-000000014156,OTHERS,176.72832153442954,1028.8719430298888,MIA
315968269.14400136,00000000-0000-0000-0000-000000014256,OTHERS,309.7142892462903,1027.0006269345643,MIA
315968269.14400136,00000000-0000-0000-0000-000000014301,OTHERS,295.7475215479705,1023.4548336208237,MIA
315968269.14400136,00000000-0000-0000-0000-000000014294,OTHERS,255.04099635051315,1037.6480962588507,MIA
315968269.14400136,00000000-0000-0000-0000-000000014268,OTHERS,251.9509551716943,1036.9163554311976,MIA
315968269.14400136,00000000-0000-0000-0000-000000014266,OTHERS,329.57012821142615,1034.7406325400673,MIA
315968269.24814737,00000000-0000-0000-0000-000000000000,AV,234.80900517016727,1024.6940117304566,MIA
315968269.24814737,00000000-0000-0000-0000-000000014186,OTHERS,230.4852083257917,1021.3537957460871,MIA
315968269.24814737,00000000-0000-0000-0000-000000014152,OTHERS,211.34601387284343,1029.277565241947,MIA
315968269.24814737,00000000-0000-0000-0000-000000014094,OTHERS,200.357052783295,1028.7111852114683,MIA
315968269.24814737,00000000-0000-0000-0000-000000014150,OTHERS,203.3676668627388,1028.8476909181486,MIA
315968269.24814737,00000000-0000-0000-0000-000000014049,AGENT,287.13669653895806,1029.1922035493383,MIA
315968269.24814737,00000000-0000-0000-0000-000000014307,OTHERS,262.7449778973774,961.577415799708,MIA
315968269.24814737,00000000-0000-0000-0000-000000014305,OTHERS,254.66892267314583,1045.5747642639647,MIA
315968269.24814737,00000000-0000-0000-0000-000000014235,OTHERS,219.5578198646064,1025.374041881196,MIA
315968269.24814737,00000000-0000-0000-0000-000000014313,OTHERS,200.75461040740487,1028.7610715389317,MIA
315968269.24814737,00000000-0000-0000-0000-000000014308,OTHERS,250.00778199106813,988.387800422192,MIA
315968269.24814737,00000000-0000-0000-0000-000000014160,OTHERS,215.0968635357196,1020.4928271292245,MIA
315968269.24814737,00000000-0000-0000-0000-000000014304,OTHERS,262.0997199188352,1038.636893725987,MIA
315968269.24814737,00000000-0000-0000-0000-000000014156,OTHERS,176.72832153442954,1028.8719430298888,MIA
315968269.24814737,00000000-0000-0000-0000-000000014256,OTHERS,310.09543785655393,1026.9416225115922,MIA
315968269.24814737,00000000-0000-0000-0000-000000014301,OTHERS,295.6965045469554,1023.1476712134288,MIA
315968269.24814737,00000000-0000-0000-0000-000000014294,OTHERS,255.1059196227087,1037.693485995203,MIA
315968269.24814737,00000000-0000-0000-0000-000000014268,OTHERS,251.9572128153912,1036.971276167103,MIA
315968269.24814737,00000000-0000-0000-0000-000000014314,OTHERS,203.7851572507331,1028.6374449860402,MIA
315968269.24814737,00000000-0000-0000-0000-000000014266,OTHERS,329.55752737520305,1034.7085955500113,MIA
315968269.343978,00000000-0000-0000-0000-000000000000,AV,234.9092703167693,1024.6953298398762,MIA
315968269.343978,00000000-0000-0000-0000-000000014186,OTHERS,230.4905085192653,1021.3105555536372,MIA
315968269.343978,00000000-0000-0000-0000-000000014152,OTHERS,211.357547592639,1029.3950936838787,MIA
315968269.343978,00000000-0000-0000-0000-000000014235,OTHERS,220.26949420845486,1025.5521587230528,MIA
315968269.343978,00000000-0000-0000-0000-000000014308,OTHERS,249.9339833008044,988.3722933422224,MIA
315968269.343978,00000000-0000-0000-0000-000000014094,OTHERS,200.357052783295,1028.7111852114683,MIA
315968269.343978,00000000-0000-0000-0000-000000014311,OTHERS,262.7232446734524,961.3583983207635,MIA
315968269.343978,00000000-0000-0000-0000-000000014150,OTHERS,203.0042246473204,1028.9032740744037,MIA
315968269.343978,00000000-0000-0000-0000-000000014049,AGENT,287.98170172453194,1029.191019471548,MIA
315968269.343978,00000000-0000-0000-0000-000000014307,OTHERS,263.04504178392557,963.553208947653,MIA
315968269.343978,00000000-0000-0000-0000-000000014305,OTHERS,254.6374626516293,1045.5947272146063,MIA
315968269.343978,00000000-0000-0000-0000-000000014160,OTHERS,215.24819293789108,1020.5177775844627,MIA
315968269.343978,00000000-0000-0000-0000-000000014304,OTHERS,262.1093024194044,1038.5268720450536,MIA
315968269.343978,00000000-0000-0000-0000-000000014294,OTHERS,255.04767071691646,1037.711838022422,MIA
315968269.343978,00000000-0000-0000-0000-000000014268,OTHERS,251.9611473446653,1036.956399023752,MIA
315968269.343978,00000000-0000-0000-0000-000000014266,OTHERS,329.5839357998974,1034.7824814726414,MIA
315968269.343978,00000000-0000-0000-0000-000000014156,OTHERS,176.72832153442954,1028.8719430298888,MIA
315968269.343978,00000000-0000-0000-0000-000000014301,OTHERS,295.76707305427084,1023.2810818628094,MIA
315968269.343978,00000000-0000-0000-0000-000000014256,OTHERS,310.51257930925414,1026.949667507245,MIA
315968269.44711673,00000000-0000-0000-0000-000000000000,AV,235.01555738476398,1024.6961106960114,MIA
315968269.44711673,00000000-0000-0000-0000-000000014186,OTHERS,230.4542317668623,1021.3133350682256,MIA
315968269.44711673,00000000-0000-0000-0000-000000014152,OTHERS,211.0902554610743,1029.5512537593547,MIA
315968269.44711673,00000000-0000-0000-0000-000000014308,OTHERS,249.93980221715333,988.3287914308844,MIA
315968269.44711673,00000000-0000-0000-0000-000000014049,AGENT,288.5678034907715,1029.288796216082,MIA
315968269.44711673,00000000-0000-0000-0000-000000014307,OTHERS,263.042342713651,958.9195338128278,MIA
315968269.44711673,00000000-0000-0000-0000-000000014094,OTHERS,200.357052783295,1028.7111852114683,MIA
315968269.44711673,00000000-0000-0000-0000-000000014311,OTHERS,262.72061674000645,961.8613317036225,MIA
315968269.44711673,00000000-0000-0000-0000-000000014150,OTHERS,203.00464454722425,1028.9227168197,MIA
315968269.44711673,00000000-0000-0000-0000-000000014305,OTHERS,254.62924964720142,1045.6679208641835,MIA
315968269.44711673,00000000-0000-0000-0000-000000014160,OTHERS,215.16782613427355,1020.4846027005873,MIA
315968269.44711673,00000000-0000-0000-0000-000000014304,OTHERS,262.1160852154973,1038.4093278795583,MIA
